en,vi,length,translate,bleu_score,meteor
Northern Canada's wild frontier.,Biên giới tự nhiên phía bắc Canada.,4,Khu tự nhiên ở Bắc Hải.,6.416038883891965e-155,0.3703703703703703
"So... thank you for that, too.",Vậy nên...cũng cảm ơn cô vì điều đó.,6,"Vì vậy... cảm ơn anh, vì thế.",9.709385502639237e-232,0.06329113924050632
Flora of southern Africa 13: 187-213.,Hệ thực vật miền nam châu Phi 13: 187-213.,6,Sự khác biệt về phía nam châu Phi là năm 1818.,3.4077295621678842e-78,0.32004830917874394
"The, um, anonymous computer guys who break into systems to expose the lies and corruption of the powerful.","Những, ừm, người dùng máy tính nặc danh tấn công vào hệ thống để vạch trần những lời nói dối và sự tham nhũng của kẻ quyền lực.",18,"Người máy tính, những người máy tính đã phá vỡ hệ thống giao thông vào các hệ thống và những nghi phạm đạo đức mạnh mẽ.",5.470998609150534e-155,0.22706834532374098
"ITMO University (Russian: Университет ИТМО, ITMO: Information Technologies, Mechanics and Optics) is a large state university in Saint Petersburg and is one of Russia's National Research Universities.","Đại học Nghiên cứu quốc gia về Công nghệ thông tin, Cơ khí và quang học Saint Petersburg (gọi tắt là ITMO) - Saint Petersburg National Research University of Information Technologies, Mechanics and Optics là một trong số các trường Đại học nghiên cứu quốc gia của Nga.",27,"Tại Đại học bang thấp (RRus: <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,",6.099411586173621e-156,0.04185267857142857
"The Il-86's ""luggage at hand"" carry-on luggage facility was rarely used.",Phiên bản Il-86 chở hàng hiếm khi được sử dụng.,11,"Tôi ""Sự tự động"" của cơ sở hạ tầng được sử dụng để thực hiện.",4.65988169467104e-155,0.1785714285714286
"Jacqueline Mindy-Mae Hughes-Oliver is a Jamaican-born American statistician, whose research interests include drug discovery and chemometrics.","Jacqueline Mindy-Mae Hughes-Oliver là một nhà thống kê người Mỹ gốc Jamaica, người có sở thích nghiên cứu khám phá thuốc và hóa học.",16,"Huấn luyện viên thuốc giải trí tuệ nhân vật học phổ biến là một nhà phát triển học người Mỹ thuật người Mỹ gốc Jamaica, chuyên nghiên cứu,",0.13217947626377288,0.36557377049180323
Handbook of Medical Sociology (5th ed.).,Handbook of Medical Sociology (ấn bản 5).,6,Thực hành tinh thần (trợ giúp) (ấn bản thứ 5.,5.7592918561109494e-155,0.2568493150684931
"No, I'm taking Monica to a romantic inn in Vermont.","No, tớ sẽ đưa Monica tới 1 quán trọ lãng mạn ở Vermont.",10,"Không, tôi sẽ đến một người yêu thích ở Brooklyn.",9.025629002083406e-232,0.07874015748031496
"Tell you what, man, these people, man, they're not convinced.",Nói cho anh biết là họ không tin đâu.,10,"Nói cho các bạn, những người này, người này, họ không phải là kẻ thuyết phục.",6.7393716283177006e-155,0.4597938144329897
"In April Natalya Gorbanevskaya compiled the first issue of the Chronicle of Current Events. Its cover (dated 30 April 1968) carried the title: ""The International Year for Human Rights in the Soviet Union"" and, like every subsequent issue of the Chronicle, quoted the text of Article 19 of the 1948 Universal Declaration of Human Rights:","Tháng 4, Natalya Gorbanevskaya soạn số thứ nhất của Thời sự ký, tên là “Năm Quốc tế Nhân quyền ở Liên Xô” và, như mọi số sau, dẫn Điều 19 của Tuyên ngôn Nhân quyền:",55,"Vào tháng 4 năm 2016, Narawlawaskwów đầu tiên của tờ báo.com (nh kích thích vào ngày 30 tháng 4",3.7592244298593426e-232,0.02994011976047904
"For recent transfers, see List of Cypriot football transfers summer 2017 Cypriot Third Division Winners: 1 2011 Cypriot Cup for lower divisions Winners: 1 2011 Website","Đối với các chuyển nhượng gần đây, xem Danh sách chuyển nhượng bóng đá Cộng hòa Síp mùa hè 2017 Vô địch Giải bóng đá hạng ba quốc gia Cộng hòa Síp: 1 2011 Vô địch Cúp bóng đá Cộng hòa Síp cho các hạng đấu thấp hơn: 1 2011 Website Bản mẫu:Giải bóng đá hạng nhất quốc gia Cộng hòa Síp",26,"Trong số các chuyển động gần đây, Danh sách các môn thể thao CYCM mùa hè năm 2017 ^ Donet C1: 1 trận thua",1.627112890521198e-155,0.1526511601488171
"In melted zones their heavier elements sank to the center, whereas lighter elements rose to the surface.","Trong các vùng nóng chảy, các phần tử nặng hơn của chúng chìm xuống trung tâm, trong khi các phần tử nhẹ hơn nổi lên trên bề mặt.",17,"Trong các vùng đất thấp nhất của chúng, các yếu tố nặng hơn đến trung tâm, trong khi các yếu tố này tăng xuống bề mặt.",0.21059469740788836,0.49864108713029576
"The ward was founded in 1937 with the merger of seven towns and villages in Minami-Katsushika District: the towns of Koiwa and Komatsugawa, and the villages of Kasai, Matsue, Mizue, Shinozaki and Shikamoto.","Khu này được lập năm 1937 bằng cách sáp nhập 7 thị xã và làng ở vùng Minami Katsushika: các thị xã Komatsugawa và Koiwa và các làng Kasai, Shinozaki, Matsue, Mizue và Shikamoto.",33,Quân khu được thành lập năm 1937 với sự hợp nhất của hai thị trấn và làng ở quận Zaila-Kok: quận Kou và các,2.4254349651834026e-78,0.24204858502379162
What? About the kill order?,Về phi vụ giết người đó?,5,"- Có gì, lệnh giết?",0.0,0.0
"Memorials to those who died are spread widely around the UK, and some of the crew are commemorated in different locations.","Đài tưởng niệm dành cho những người đã tử trận được dựng lên trong khắp nước Anh, một số được tưởng nhớ ở nhiều nơi khác nhau.",21,"Những người bị mất mát này rất rộng rãi tại Anh, và một số thủy thủ đoàn của một số thành viên bị nghi ngờ.",3.934647607220435e-155,0.1664179104477612
"And then finally, plus.","Và sau đó cuối cùng, cộng với.",4,"Và cuối cùng, cộng đồng.",4.947126313800877e-78,0.551470588235294
"And that was something that's so special to me, to have someone supportive, but who didn't just show me the answers, who challenged me to look for them myself, to find these resources and to utilize them in new ways.","Đó là một điều quá ư đặc biệt với tôi, có một ai đó ủng hộ, người không chỉ cho tôi câu trả lời, mà là người thách thức tôi tự tìm ra câu trả lời, để tìm ra những nguồn tài nguyên này và sử dụng chúng theo cách mới.",40,"Và đó là một điều đặc biệt đối với tôi, với những người lao động, nhưng những người không chỉ cho tôi những câu trả lời, những người",0.10819755387937363,0.32766044582980197
Maybe someone close to her didn't think the recipients were worthy.,Có lẽ ai đó thân thiết với cô ấy không nghĩ rằng người nhận đáng với nó.,11,Có lẽ có ai đó gần với bà ấy không nghĩ rằng người nhận tiền.,0.3586543384341824,0.6240161353797717
"Oh, great, now I have to kill everybody all on my own.","Tuyệt, giờ tôi phải tự tay giết hết mọi người.",12,"Thật tuyệt vời, giờ tôi phải giết tất cả mọi người trên mạng sống.",3.1770419500663857e-78,0.4288461538461539
I figure I'll give her 'bout a year.,Chắc là tôi sẽ cho cô ấy thời gian khoảng 1 năm.,8,Tôi nghĩ mình sẽ đưa cô ấy một năm.,5.189066807518457e-155,0.31794871794871804
"Unlike' poles of magnets attract because they are linked by many field lines; 'like' poles repel because their field lines do not meet, but run parallel, pushing on each other.","Các cực ""khác dấu"" của hai thanh nam châm hút nhau bởi vì chúng được nối bởi nhiều đường sức; hai cực ""cùng dấu"" thì đẩy nhau bởi vì các đường sức không gặp nhau, mà chạy song song và đẩy nhau.",30,"Không giống như các vòng không có sự thu hút bởi vì chúng được thu thập bởi nhiều đường tròn, các đường phố giống như các đường dây 'không",0.08719855315690322,0.2095277095277095
"The results showed OE to be safe and to lead to weight loss after just 7 days of dosing, and this weight loss was maintained for three further weeks after treatment had stopped.","Kết quả cho thấy OE an toàn và dẫn đến giảm cân chỉ sau 7 ngày dùng thuốc, và việc giảm cân này được duy trì trong ba tuần nữa sau khi ngừng điều trị.",33,"Kết quả là OEx đã bị mất và dẫn đến việc mất trọng lượng sau 7 ngày làm giảm trọng lực, và trọng lượng này đã bị mất",2.658789855180534e-78,0.2980239714933593
Let's not dwell on the past.,Đừng có đào bới quá khứ nữa.,6,Hãy đi bộ không được trên quá khứ.,1.0832677820940877e-231,0.07042253521126761
Ross came in fourth and cried!,Ross khóc nhè vì đứng thứ tư.,6,Ross lại vào thứ tư và khóc!,1.331960397810445e-231,0.14285714285714285
"Now one of the particular issues that comes up with military use of nonlethal weapons -- and people actually say, ""There might be some problems"" -- there's a couple of particular problems that get focused on.","Bây giờ một trong các vấn đề cụ thể nảy sinh khi quân đội dùng vũ khí phi sát thương -- và thực tế cũng có người nói: ""Có thể có vấn đề đấy.” -- Có vài vấn đề cần ta tập trung vào.",36,"Bây giờ, một trong những vấn đề cụ thể nhất định hướng tới việc sử dụng vũ khí không giới hạn và nói, ""có thể là những vấn",0.07059407436586049,0.25573573741208
"He was the child of Thetis and Peleus, making him a demi-god.","Anh là con của Thetis và Peleus, biến anh ta thành một bán thần .",12,"Ông là con của The hơi nước và thông minh cho ông ta, khiến ông trở thành một người de la-de.",2.6616657200018397e-78,0.3605769230769231
"Which means, it's possible to shut 'em all down.","Có nghĩa là, có thể đóng chúng lại.",9,Điều đó có nghĩa là sẽ đóng góp tất cả mọi thứ.,1.2882297539194154e-231,0.17857142857142858
"The nearby Hawkins National Laboratory ostensibly performs scientific research for the United States Department of Energy, but secretly does experiments into the paranormal and supernatural, including those that involve human test subjects.","Phòng thí nghiệm quốc gia Hawkins ở đó, một mặt bên ngoài họ thực hiện các thí nghiệm khoa học cho Bộ Năng lượng Hoa kỳ, mặt khác họ bí mật thực hiện các thí nghiệm khoa học siêu nhiên và bất thường, trong đó có cả các thí nghiệm trên cơ thể người.",32,"Phòng thí nghiệm quốc gia gần đây có các phòng thí nghiệm khoa học thực nghiệm nghiên cứu khoa học thực vật cho Bộ Khoa hợp Hoa Kỳ, nhưng không",0.1122860992076887,0.26858042635658913
So you think of alternative mechanical parts.,Vậy là bạn có thể hình dung tới những bộ phận kĩ thuật thay thế.,7,Nên bạn nghĩ về những bộ phận cơ bản.,2.2257240361842054e-78,0.2604166666666667
"Yes, it is actually confirmed.","Đúng vậy, điều đó là chắc chắn.",5,"Đúng vậy, điều đó là xác nhận.",0.6147881529512643,0.7114285714285714
"And that's not a crime, oh no.","Nhưng không, đó không phải hành vi phạm tội.",7,"Và đó không phải là tội lỗi, anh bạn.",4.034282314146679e-78,0.3271604938271605
- There's a reason why Drake chose you.,- Có một lý do tại sao Drake đã chọn anh.,8,- Có lý do tại sao anh chọn được.,0.29538720207860764,0.6226379440665155
"As of 2001 India census, Patancheru had a population of 40,332.","Theo điều tra dân số năm 2001 của Ấn Độ, Patancheru có dân số 40.332 người.",11,"Theo điều tra dân số năm 2001 của Ấn Độ, Patheanca có dân số 40.43.",0.6774546186626388,0.8161214692419337
I sold myself to Ernesto for pain and jealousy!,Tôi đã bán mình cho Ernesto vì nỗi đau và lòng ghen tuông.,9,Tôi đã bán bản thân để gây đau đớn cho nỗi đau và ác quỷ.,4.622133158301186e-78,0.5094310451453309
Neopaganism in the United States is represented by widely different movements and organizations.,Tân ngoại giáo ở Hoa kỳ được đại diện bởi các phong trào và các tổ chức khác nhau.,13,Người dân ở Hoa Kỳ được đại diện bởi các sự tiến hóa khác nhau và các tổ chức khác nhau.,0.4218752038739219,0.7281037414965986
"Born in Wrocław, Germany, the family emigrated to Argentina to escape the Nazi regime.","Sinh ra ở Wrocław, Đức, gia đình di cư đến Argentina để thoát khỏi chế độ Đức quốc xã.",14,"Sinh ra ở Perccccc, Đức, gia đình gia đình nhập cư dân Argentina để thoát khỏi chế độ của Quốc xã.",0.35448014399611816,0.75625
Do not pollute the place.,Không được xả rác ra môi trường.,5,Đừng có làm tổn thương cái nơi này nữa.,0.0,0.0
The popularity of recreational mathematics is another sign of the pleasure many find in solving mathematical questions.,Sự phổ biến của toán học vì mục đích giải trí là một dấu hiệu khác cho thấy nhiều người tìm thấy sự sảng khoái trong việc giải toán...,17,Sự phổ biến của toán học là một sự thay đổi khác của nhiều người cho thấy trong việc tìm kiếm toán học.,0.234868083898593,0.49332326136751303
We'd set up a very important meeting.,Chúng tôi đã hẹn một cuộc gặp quan trọng.,7,Chúng tôi sẽ chuẩn bị một cuộc họp quan trọng.,9.975386110402101e-155,0.618131868131868
Come and get it. Margaret!,Tới và lấy nó Margaret,5,"Đi đi, vui lòng đi.",0.0,0.0
"Gabe, it's important.","Gabe, quan trọng đấy.",3,"cáo, nó rất quan trọng.",1.2183324802375697e-231,0.12195121951219512
It's an adaption of the film of the same name.,Là nhạc phim của bộ phim cùng tên same name.,10,Đó là một sự dễ thích ứng cảm hứng cho sự việc của bộ phim cùng tên.,0.1431712315455507,0.4523364485981309
"In Vietnam, the preferred habitat was found to be dry, deciduous forest close to water and away from human disturbance.","Tại Việt Nam, môi trường sống ưa thích của công là rừng rụng lá khô gần nước và xa khu vực có tác động của con người.",20,"Ở Việt Nam, môi trường được tìm thấy ở mức dưới nước, vùng sâu bị di chuyển gần nước và thoát khỏi sự sống của con người.",0.16444307470901437,0.39761248852157943
"For years, I had existed safely behind the scenes in politics as a fundraiser, as an organizer, but in my heart, I always wanted to run.","Trong nhiều năm, tôi đã được an toàn về chính trị như một người gây quỹ, một người tổ chức, nhưng trong trái tim, tôi luôn luôn muốn ứng cử.",26,"Trong nhiều năm, tôi tồn tại ở phía sau các cảnh quan chức chính trị ở đời, như một nhà phê bình, trong khi đó, trong trái",0.11625677690857328,0.27895622895622896
"In 1794 Robespierre had ultra-radicals and moderate Jacobins executed; in consequence, however, his own popular support eroded markedly.","Vào năm 1794 Robespierre đã xử tử các thành viên Jacobin cấp tiến thuộc phái Cực đoan và Ôn hoà; chính vì vậy, sự ủng hộ tích cực của quần chúng nhân dân đối với ông giảm đi rõ rệt.",18,"Năm 1781, Drerseder đã có những con lạc hướng và hình phạt nặng nề và tự tử; trong hậu quả của ông, tuy nhiên",5.561682238235722e-232,0.05208333333333333
"His testimony allowed the police to identify the gunman, as the man bragged about killing people and having a grenade at home.","Lời khai của anh ta cho phép cảnh sát xác định tay súng, vì người đàn ông khoe khoang về việc giết người và có một quả lựu đạn ở nhà.",22,"Ông ta cho phép cảnh báo cảnh sát nhân đạo, là người đàn ông Trung tâm giết người và bị sát hại do thám tại nhà.",0.14922841557176564,0.3688524590163934
And that would make so much sense if it was God that was doing the talking.,Và nó sẽ vô cùng có nghĩa nếu đó Chúa là người đã chơi trò nói chuyện.,16,Và điều đó sẽ có ý nghĩa nếu như Chúa làm là những việc đã nói.,6.166470064303027e-155,0.34553290963547373
- The North Koreans called.,- Bắc Triều Tiên gọi.,5,- Quân miền Bắc Triều Tiên gọi.,0.4347208719449914,0.9307692307692308
"(SCOFFS) He's crazy. I mean, I don't even know why you're writing all this stuff down.",ý tôi là tôi thậm chí còn chẳng biết lý do sao cô viết mấy dòng này.,16,(Cười) Hắn ta nói thật điên.,0.0,0.0
Alright. Let's have a look at you.,"Được rồi, để tao xem nào.",7,"Được rồi, hãy xem một chút đi.",7.711523862191631e-155,0.4189435336976321
"Not you, my little friend.","Không phải cậu, anh bạn nhỏ.",5,"Không phải anh bạn, không phải bạn nhỏ.",9.696727898117387e-155,0.7193548387096775
"For all I know, his name is Preissinger or Preisshoffer.","Theo chỗ tôi biết, tên hắn là Preissinger hay Preisshoffer gì đó.",10,"Đối với tất cả những gì tôi biết, tên của hắn là phó vương lập hoặc phó chủ.",3.0074186032008e-78,0.44642857142857145
"But we don't have a technology to solve that, right?","Và ta không có công nghệ để giải quyết vấn đề đó, đúng không?",10,"Nhưng chúng ta không có công nghệ để giải quyết điều đó, đúng không?",0.6162607099729586,0.7833530106257379
You know how I was always the best at being single?,Cậu biết tớ luôn độc thân ngon nghẻ sao rồi đấy?,11,Anh biết là tôi luôn là người giỏi nhất sao?,1.1023928157275093e-231,0.09174311926605505
"At their peak, 300,000 Mexica presided over a wealthy tribute-empire variously estimated at 5–8 million people in total a population of 8–12 millions.","Vào thời kỳ đỉnh cao, 300.000 người Mexica đã làm chủ một đế chế giàu có, ước tính có khoảng 5-8 triệu người trong tổng dân số từ 8-12 triệu người trong đế chế.",23,"Tại đỉnh điểm chính thức của họ, Thành phố Mex chia thành một công dân hơn một trăm người thực dân có 5 triệu người ước tính là 5",4.844210154641383e-155,0.2054542104293348
"And here we have a very prime example of the iconic dodo, which comes from Mauritius, and, of course, we know is now a symbol of extinction.","Ở đây, chúng ta có 1 ví dụ về loài chim dodo, từ Mauritius, và dĩ nhiên, chúng ta biết nó là biểu tượng của sự tuyệt chủng.",27,"Và đây là ví dụ về sự hiện diện của những người theo nghĩa tư bản thân, đến từ hành hương, và, chúng tôi biết đó là một",2.124616002610257e-78,0.26571428571428574
There was a period of 17 years that was wonderful.,Đã có một thời kỳ 17 năm thật tuyệt vời.,10,Đã có khoảng 17 năm đó thật kinh khủng.,8.148621569148421e-155,0.4505050505050505
"Guests? Move the moving wall, have some fold-down guest beds.","Khi có khách thì sao? Chỉ cần di chuyển cái tường di động, có một vài cái giường gấp cho khách.",10,"- Máy quay quay quanh cửa, có vài khách sạn phòng khách sạn.",6.824088594166491e-232,0.07425742574257425
"I am just listing all of the terrible ideas you've had over the past three years, of which throwing in with Damien Darhk has got to be the worst.","Em chỉ đang liệt kê các ý tưởng kinh khủng mà anh đã có trong 3 năm qua, mà trong đó hợp tác với Damien Darhk là điều tệ hại nhất.",29,"Tôi chỉ biết ý tưởng về sự thật khủng hoảng mà bạn đã vượt qua ba năm qua, mà những chiến binh đã liên lạc với máy bay ném bom",2.212944987776274e-78,0.2681229773462783
"This system effectively divided the Empire into four major regions, as a way to avoid the civil unrest that had marked the 3rd century.",Hệ thống hiệu quả này phân chia đế chế thành bốn khu vực chính và tạo ra các kinh đô riêng biệt bên cạnh Rome như một cách để tránh tình trạng nội chiến bất ổn đã đánh xảy ra vào thế kỷ thứ 3.,24,"Hệ thống này làm suy yếu đế chế vào bốn khu vực chính trị, như một cách để tránh sự di chuyển dân chủ có thể đã đánh dấu được",0.15134829824461912,0.3771626297577854
"According to the federal government's Government Accountability Office (GAO) in 2004, more than 1,138 rights and protections are conferred to U.S. citizens upon marriage by the federal government; areas affected include Social Security benefits, veterans' benefits, health insurance, Medicaid, hospital visitation, estate taxes, retirement savings, pensions, family leave, and immigration law.","Theo Văn phòng Trách nhiệm Chính phủ (GAO) của chính phủ liên bang năm 2004, hơn 1.138 quyền và sự bảo vệ được trao cho công dân Hoa Kỳ khi kết hôn bởi chính phủ liên bang; các khu vực bị ảnh hưởng bao gồm các quyền lợi An sinh xã hội, quyền lợi của cựu chiến binh, bảo hiểm y tế, Trợ cấp y tế, thăm bệnh viện, thuế bất động sản, tiết kiệm hưu trí, lương hưu, nghỉ phép gia đình, và luật nhập cư.",51,"Theo cơ quan hành chính phủ liên bang của Chính phủ liên bang (O ban hành chính phủ liên bang năm 2004, hơn 213 và số bảo vệ",0.03670166250585334,0.19406602127323697
That's why for an entire year people called me Sir Limps-a-lot?,Đó là lý do suốt cả năm mọi người gọi anh là ngài khập khiễng?,11,"Đó là lý do cho một năm, người ta gọi tôi là Si Lia-sa-sa-La?",0.19038378572213252,0.42596904533625535
"Have you heard of Choice Theory, Dom?",Anh từng nghe giả thuyết về sự lựa chọn chưa Dom?,7,"Anh có nghe tin về ""Người phụ"", thưa hoàng.",1.1084551487393798e-231,0.13888888888888887
The stables where King Augeas kept his hundreds of divine cattle had not been maintained in ages.,mà là một cái chuồng ngựa. Cái chuồng nơi vua Augeas giữ hàng trăm con ngựa quý chưa được dọn dẹp hàng năm trời.,17,Những nơi có những người theo ông vua ở Assas vẫn giữ hàng trăm người trong số những loài quý tộc không bị khai quật trong khoảng thời,1.9198072768601697e-78,0.12295081967213116
Target operating model (TOM) is a description of the desired state of the operating model of an organisation.,Mô hình hoạt động mục tiêu (TOM) là một mô tả về trạng thái mong muốn của mô hình hoạt động của một tổ chức.,18,Mô hình điều khiển (MMM) là một mô tả của nhà nước chủ yếu của các tổ chức hoạt động của một tổ chức.,0.31071227378201494,0.4813336184976593
"But even when you go into the city, I've just had no interest.",Nhưng dù là khi đi vào thành phố tôi chỉ là không thấy hứng thú gì.,13,"Nhưng ngay cả khi anh vào thành phố, tôi không có quan tâm.",5.244536052132978e-155,0.27158527954706296
It fits into the environment. It is the environment.,Nó hòa nhập vào với môi trường. Nó là môi trường sống.,9,Nó có thể tích hợp vào môi trường.,4.677275655524805e-155,0.17241379310344826
Zionism became a well-organized movement in the U.S. with the involvement of leaders such as Louis Brandeis and the British promise of a homeland in the Balfour Declaration of 1917.,Chủ nghĩa phục quốc Do Thái trở thành một phong trào tổ chức chuyên nghiệp ở Hoa Kỳ với sự tham gia của các nhà lãnh đạo như Louis Brandeis và lời hứa của dân tộc Anh về quê hương Do Thái trong Tuyên bố Balfour năm 1917.,30,"P. P. trở thành một phong trào dân tộc tại Hoa Kỳ, với các lãnh đạo của các lãnh đạo như Louis Alba và Nhà tuyên bố",0.12482138145444685,0.3837681579249121
Or at least a shadow of him.,Hay ít nhất là hình bóng của ông ấy.,7,Hoặc ít nhất là một cái bóng đá của hắn.,4.1927887725759647e-78,0.49010989010989015
What are you going to do with this old horse?,Anh muốn làm gì với con ngựa già này?,10,Anh định làm gì với con ngựa cũ?,0.47750342648354643,0.66167290886392
No. How could you even say that?,"Không, sao anh lại có thể nói như thế?",7,Sao anh có thể nói vậy?,3.764142464340334e-78,0.5563218390804598
Spartacus continues to gather force in the valley of Campania,Spartacus tiếp tục thu thập lực lượng ở thung lũng Campania.,10,Giết phận tiếp tục tập trung vào thung lũng sông Ponia,7.746339753396389e-155,0.34090909090909094
"The four historical traditions in geographical research are: spatial analyses of natural and the human phenomena, area studies of places and regions, studies of human-land relationships, and the Earth sciences.","Bốn lĩnh vực truyền thống nghiên cứu về địa lý là phân tích không gian của tự nhiên và các hiện tượng con người (như các nghiên cứu về phân bố), nghiên cứu khu vực, nghiên cứu về mối quan hệ con người đất, và nghiên cứu về Khoa học Trái Đất.",30,"bốn truyền thống trong nghiên cứu địa lý là: phân tích tự nhiên và các hiện tượng về thiên nhiên của con người, các nghiên cứu và khu vực",0.12923769646751687,0.397087385423653
These people are relying on us.,Những người này đang trông chờ vào chúng ta.,6,Những người này đang tập trung vào chúng tôi.,0.3549481056010053,0.654320987654321
It's probably gonna be a lot of files.,Có lẽ nó có rất nhiều tài liệu đấy ạ.,8,Có lẽ sẽ là nhiều hồ báo.,5.023587836914362e-155,0.15463917525773196
"According to the 2012 American Community Survey conducted by the U.S. Census Bureau, Spanish is spoken at home by 38.3 million people aged five or older, more than twice that of 1990.","Theo khảo sát cộng đồng người Mỹ năm 2012 do Cục điều tra dân số Hoa Kỳ thực hiện, tiếng Tây Ban Nha là ngôn ngữ chính được nói ở nhà bởi 38,3 triệu người từ năm tuổi trở lên, gấp hơn hai lần so với năm 1990.",32,"Theo bản tiếng Mỹ năm 2012 của Công ty Mỹ được thành lập bởi Cục Hoa Kỳ C.S.S., Ireland, được nói tại Nhà của",1.1023369255224345e-78,0.18701267056530213
"No, he didn't force me.","Không, cậu ấy không ép tớ.",5,"Không, hắn ta không ép tôi.",8.38826642100846e-155,0.42592592592592593
Right under our noses. Τreacherous fiends!,Bọn chúng đang ở trước mũi chúng ta,6,"Ngay bên dưới cầu thang, đi, tiêu diệt!",0.0,0.0
He comes from a very good family.,Anh ta đến từ một gia đình tử tế.,7,Hắn đến từ một gia đình rất tốt.,0.45622720708659226,0.5595505617977528
A gradual increase in the size of buildings led to standard units of measurement as well as refinements in layout and garden design.,Việc thu nhỏ dần dần kích cỡ các tòa nhà đã dẫn đến các phép đo đạc quy chuẩn và tinh chỉnh trong các thiết kế mặt bằng và vườn tược.,23,Sự gia tăng kích thước của các tòa nhà dẫn lượng dự báo chuẩn của các đơn vị đo lường cũng như trong các hồ sơ và thiết kế.,2.2947239115569133e-78,0.3074269480519481
And we have the entire grounds to get into shape.,Và chúng tôi còn cả một khu đất phải sửa soạn.,10,Và chúng ta có cả toàn bộ bộ bộ bộ hạt để biến thành hình.,5.157006819435075e-155,0.22417153996101363
"First elected in 1999 and re-elected subsequently, Dudley has also served as the Parliamentary Whip for the African Christian Democratic Party since 2005.","Được bầu lần đầu tiên vào năm 1999 và được bầu lại sau đó, Dudley cũng đã từng là Chủ tịch Quốc hội cho Đảng Dân chủ Cơ đốc giáo châu Phi từ năm 2005.",23,"Những người đầu tiên được bầu vào năm 1999 và được bầu làm phó theo, hiệu kỳ nghỉ hưu cũng từng là Nghị viện cho đảng Dân chủ Nam Phi",0.18608232694773663,0.4891304347826087
CA: And it still didn't work?,CA : Và nó đã không hiệu quả,6,CA: và vẫn chưa làm việc?,0.0,0.06410256410256411
- Six times they failed.,- Cả 6 lần họ đều thất bại.,5,- Sáu lần họ thất bại.,8.121328445417258e-155,0.5717948717948719
Put the sword down. They'll kill us all.,"Hạ kiếm xuống, họ giết chúng ta mất.",8,Cho chúng giết hết chúng ta.,9.918892480173173e-232,0.12820512820512822
"Somudra Joy, with sister ship BNS Somudra Avijan left Chattogram for India and Sri Lanka on a goodwill visit on 18 September 2016.","Somudra Joy, với tàu cùng lớp với Somudra Avijanđã rời Chittagong cho Ấn Độ và Sri Lanka vào một chuyến thăm thiện chí vào ngày 18 tháng 9 năm 2016.",23,"Vì vậy, cùng với tàu khu trục BEST Soul Burav đã rời Ấn Độ với Ấn Độ và Sri Lanka trong một chuyến đi vào",0.16222848971278597,0.40627820679971927
Can you imagine if you could control his power?,Anh có thể tưởng tượng nếu anh kiểm soát được sức mạnh đó không?,9,Anh có thể hình dung ra được là anh ta không?,3.0851669556160384e-78,0.37307380373073795
"Language technology – consists of natural language processing (NLP) and computational linguistics (CL) on the one hand, and speech technology on the other.","Công nghệ ngôn ngữ, thường gọi là công nghệ ngôn ngữ con người (HLT), bao gồm các lĩnh vực: xử lý ngôn ngữ tự nhiên (NLP), ngôn ngữ tính toán (CL) và công nghệ lời nói.",23,"Các công nghệ - bao gồm các công nghệ hóa học (PaNP) và định dạng (LP) trên một tay, và nói lên",1.5679651072431302e-78,0.21676300578034682
Aggression is an important social behavior that can have both negative consequences (in a social interaction) and adaptive consequences (adaptive in humans and other primates for survival).,Hung hăng là một hành vi xã hội quan trọng có thể có cả hậu quả tiêu cực (trong tương tác xã hội) và hậu quả thích nghi (thích nghi ở người và các loài linh trưởng khác để sinh tồn).,27,Sự tập thể là một hành vi xã hội quan trọng có thể có cả những hậu quả tiêu chuẩn tiêu cực (n tương tác xã hội) và mang,0.3737418950539169,0.5240773026128375
"Flamsteed designations for stars are similar to Bayer designations, except that they use numbers instead of Greek and Roman letters.","Định danh của các ngôi sao Flamsteed tương tự như các định danh Bayer, ngoại trừ việc họ sử dụng các số thay vì các chữ cái Hy Lạp và La Mã.",20,"Số lượng lớn các ngôi sao cho các ngôi sao tương tự như các ngôi sao, ngoại trừ việc sử dụng số lượng thay vì thay vì chữ cái Hy",0.18677375283208647,0.5395128834997126
"We cite only three geometers who are concerned with this question and who have successively reduced the number of undefined symbols, and through them (as well as through symbols that appear in pure logic) it is possible to define all the other symbols.","Chúng tôi chỉ trích dẫn ba nhà hình học có liên quan đến câu hỏi này và những người đã liên tục giảm số lượng các ký hiệu không xác định, và thông qua chúng (cũng như thông qua các biểu tượng xuất hiện trong logic thuần túy) it is có thể xác định tất cả các ký hiệu khác.",43,"Chúng tôi chỉ có ba địa điểm quan sát được với câu hỏi này và có những sự mở rộng tính gây ra sự suy giảm của ký tự, và",0.050031196085314075,0.21126705653021444
"By the 6th century BCE, the political units consolidated into large kingdoms called Mahajanapadas.","Đến thế kỷ thứ 6 trước Công nguyên, các đơn vị chính trị củng cố vào các vương quốc lớn được gọi là Mahajanapadas.",14,"Trong thế kỷ thứ sáu TCN, các đơn vị chính trị gia được trao cho các vương quốc trong vương quốc gia Mã Mã Lai Mã Laiha.",0.21849712035317273,0.47596593507087337
