en,vi,length,translate,bleu_score,meteor
"Wherever the world's companies, governments and nonprofits set up delivery networks for life-improving goods, we eliminate poverty.","Ở nơi nào mà các công ty lớn, chính phủ và tổ chức phi lợi nhuận lập ra mạng lưới vận chuyển hàng hóa cải thiện đời sống, thì chúng ta sẽ loại bỏ được sự nghèo đói.",17,"Bất cứ nơi nào các công ty, chính phủ và tổ chức từ thiện thiết lập mạng lưới",0.09666417957854917,0.3433596318211703
"There were nearly 2 million sheep in Australia by 1830, and by 1836, Australia had won the wool trade war with Germany, mainly because of Germany's preoccupation with fineness.","Đã có gần 2 triệu con cừu tại Úc trong năm 1830, và bởi năm 1836, Australia đã giành chiến tranh thương mại len với Đức, chủ yếu là vì mối bận tâm của Đức với độ mịn.",29,"Có gần 2 triệu con cừu ở Úc vào năm 1830, và đến năm 1",0.07508550922821876,0.3007153274532954
He did not believe that Communists could be true patriots or true Chinese nationalists.,Ông không tin rằng người cộng sản có thể là những người yêu nước hay là người thật sự theo chủ nghĩa dân tộc Trung Quốc.,14,Ông không tin rằng người Cộng sản có thể là những người trung thành với Đảng Cộng sản hay,0.3106139577301924,0.4798539969347423
"The second unique game mode is ""Invasion"", in which two teams fight for control of mineral resource nodes.","Chế độ game hấp dẫn thứ hai là ""Xâm lược"" buộc cả hai đội phải chiến đấu lẫn nhau nhằm tranh giành quyền kiểm soát các nút tài nguyên khoáng sản.",18,"Chế độ chơi độc đáo thứ hai là ""Invasion"", trong đó hai đội chiến",1.2616905747778874e-78,0.2559726962457338
"The first contacts started when the Ptolemies constructed the Red Sea ports of Myos Hormos and Berenike, with destination the Indus delta, the Kathiawar peninsula or Muziris.","Các tiếp xúc đầu tiên bắt đầu khi nhà Ptolemaios xây dựng các cảng Biển Đỏ ở Myos Hormos và Berenike, với điểm đến là đồng bằng châu thổ sông Ấn, bán đảo Kathiawar hay Muziris.",27,Các cuộc giao tiếp đầu tiên bắt đầu khi Ptolemies xây dựng các cảng biển Biển,0.11807389134963202,0.3401756535947712
The county was formed in 1849 from Stokes County.,Quận được lập ngày in 1849 từ quận Stokes.,9,Huyện được thành lập năm 1849 từ Stokes County.,7.241926111174567e-155,0.3506944444444444
"So, what do you say we dance a little longer, and then we see which poor fool they crown King and Queen, and then we go to the Cavalier?","Vậy, em nghĩ sao nếu chúng ta nhảy lâu thêm chút nữa, rồi sau đó chúng ta sẽ xem những kẻ ngốc nào đoạt danh hiệu Vua và Nữ Hoàng. và sau đó chúng ta sẽ đến Cavalier?",29,"Vậy, anh nói chúng ta nhảy một chút, và sau đó chúng ta thấy kẻ ngu ngốc",0.09015296448355022,0.2815442344437027
"Because of the combined factors of urbanization and pollution caused by burning of fossil fuel, Beijing is often affected by serious environmental problems, which lead to health issues of many inhabitants.","Do các yếu tố kết hợp của đô thị hóa và ô nhiễm do đốt nhiên liệu hóa thạch, Bắc Kinh thường bị ảnh hưởng bởi vấn đề môi trường nghiêm trọng, ảnh hưởng rất lớn đến sức khỏe của nhiều người dân.",31,Vì các yếu tố kết hợp của đô thị hóa và ô nhiễm do đốt nhiên liệu hóa thạch,0.25030284948680653,0.417568650178124
"No, Lizzie, look at the flowers.","Không, Lizzie, nhìn vào những bông hoa đi.",6,"Không, Lizzie, nhìn những bông hoa.",5.203538639359665e-78,0.6205128205128205
The cats rejoice and praise Mr. Mistoffelees; he and Victoria dance together.,Những con mèo vui mừng và khen ngợi ông Mistoffelees; anh ấy và Victoria khiêu vũ cùng nhau.,12,Các con mèo vui mừng và ca ngợi ông Mistoffelees; ông và Victoria nhảy cùng,0.30317983229357165,0.5710416958490919
"The initial test programme was flown by Ilyushin staff, ending two months ahead of schedule on October 20, 1978.","Chương trình thử nghiệm ban đầu do các nhân viên của Ilyushin tiến hành, chấm dứt hai tháng trước kế hoạch ngày 20 tháng 10 năm 1978.",19,"Chương trình thử nghiệm ban đầu được thực hiện bởi các nhân viên Ilyushin, kết",0.1851767225918701,0.34692315054072154
"But what's more difficult to navigate is the emotional landscape between the generations, and the old adage that with age comes wisdom is not true.","Nhưng cái khó khăn hơn để định hướng là mặt bằng tình cảm giữa các thế hệ, và câu ngạn ngữ cổ nói ""gừng càng già càng cay"" là không đúng.",25,"Nhưng điều khó khăn hơn là bối cảnh cảm xúc giữa các thế hệ, và câu nói xưa",0.17932583840525906,0.4161934931165701
"Sorry, she's a fussy baby, this one.","Xin lỗi, đứa bé này khó chăm quá.",7,"Xin lỗi, cô bé này rất dễ dãi, đây là đứa bé.",7.825799788115097e-155,0.530952380952381
"And it went really good. I mean, the message was received loud and clear.","Ý tôi là, thông điệp đã được đưa ra rất rõ ràng.",14,"Và nó đã thành công thật sự. Tôi nói, thông điệp được nhận được rất rõ ràng",6.836365931062249e-155,0.45795918367346933
This is generally the least expensive type of printer available.,Đây thường là loại máy in rẻ nhất hiện có.,10,Đây thường là loại máy in đắt tiền nhất có sẵn.,0.47987820666906633,0.6849868660335421
"The old wooden church was totally destroyed by fire on 13 September 2006, but the belfry is still standing.","Nhà thờ gỗ cũ đã bị lửa thiêu rụi hoàn toàn vào ngày 13 tháng 9 năm 2006, nhưng tòa tháp vẫn đứng vững.",19,Nhà thờ gỗ cổ đã bị thiêu rụi hoàn toàn bởi hỏa hoạn vào ngày 13 tháng 9,0.30839131643017853,0.5913134484563056
"- What is it, Reverend?","- Chuyện gì đây, Đức Cha?",5,"- Cái gì vậy, Reverend?",1.1862177682648818e-231,0.1694915254237288
"Well, the evidence is, unfortunately, ample.","Chà, bằng chứng, thật không may, rất nhiều.",6,"Thật ra, bằng chứng là rất đầy đủ.",1.2882297539194154e-231,0.1875
The joining of the two crowns deprived Portugal of an independent foreign policy and led to its involvement in the Eighty Years' War between Spain and the Netherlands.,Việc hợp nhất này đã tước đoạt chính sách đối ngoại độc lập của Bồ Đào Nha và dẫn đến việc họ tham gia Chiến tranh Tám mươi Năm giữa Tây Ban Nha và Hà Lan.,28,Sự hợp nhất của hai vương miện đã tước đi một chính sách ngoại giao độc lập và dẫn,3.945701514261983e-155,0.29802397149335924
Mexican authorities became increasingly concerned about the stability of the region.,Các nhà đầu tư trở nên lo ngại về sự bền vững của nền kinh tế Mexico.,11,Chính quyền Mexico ngày càng quan tâm đến sự ổn định của khu vực.,9.040047455305228e-232,0.05988023952095809
"If it's an individual by himself, any death, it's gonna be investigated.","Nếu anh ta lăn đùng ra chết, sẽ bị điều tra.",12,"Nếu nó là một cá nhân, bất kỳ cái chết nào, nó sẽ được điều tra.",5.359624986283916e-155,0.2744565217391305
They're going to starrt demolishing a beautiful old building in ten minutes.,Họ sẽ bắt đầu phá hủy một tòa nhà cổ đẹp đẽ trong 10 phút nữa.,12,Họ sẽ phá hủy một tòa nhà cổ đẹp đẽ trong vòng 10 phút.,0.5714324023067756,0.7535601265822786
You're really gonna do this.,Anh thực sự sẽ làm điều này hả.,5,Anh thực sự sẽ làm điều này.,0.7013967267997694,0.7577355836849509
"For if you are fortunate, she will grow up healthy. And give you grandchildren to be proud of.",Nếu con có phúc nó sẽ lớn lên khỏe mạnh và con sẽ được tự hào về cháu chắt của mình,18,"Nếu cô may mắn, cô ấy sẽ lớn lên khỏe mạnh và cho các con cháu của cô",0.2544908849416925,0.4309178743961353
So what's next? Where are we going to see borders change and new countries born?,Vậy tiếp theo sẽ là gì? Chúng ta đang đi đến đâu để nhìn thấy các biên giới thay đổi và các nước khác được ra đời?,15,Vậy chúng ta sẽ thấy biên giới thay đổi và các quốc gia mới được sinh ra?,0.18206295691310526,0.43269230769230765
"Sagan said he took this stance not because he thought astrology had any validity, but because he thought that the tone of the statement was authoritarian, and that dismissing astrology because there was no mechanism (while ""certainly a relevant point"") was not in itself convincing.",Sagan nói rằng ông ấy đứng trên lập trường này không phải vì chiêm tinh học có giá trị mà bởi ông ấy nghĩ luận điệu trong tuyên bố này là độc tài và từ chối chiêm tinh học bởi vì không có cơ chế hoạt động (trong khi “chắc chắn có điểm liên quan”) không phải là lý lẽ thuyết phục.,45,Sagan nói rằng ông đã đưa ra lập trường này không phải vì ông nghĩ rằng ngôn từ,0.037257974803127744,0.1743302103879027
"AM: Well, these are my pretty legs.","AM: Vâng, đây là đôi chân đẹp của tôi.",7,AM: Đây là chân của tôi.,5.780789590099596e-155,0.5874840357598978
"Now but hold on, I'm not finished.","Nhưng khoan đã nào, tôi chưa xong mà.",7,"Giờ thì cứ tiếp tục, tôi không xong.",1.0832677820940877e-231,0.0625
You think they're gonna give him one?,Liệu họ có cho hắn máy tập không? Sao lại không?,7,Anh nghĩ họ sẽ cho anh ta một cái à?,1.1023928157275093e-231,0.09174311926605505
"For example, the standard protocols for DNA fingerprinting involve PCR analysis of panels of more than a dozen VNTRs.","Ví dụ, các giao thức chuẩn cho việc lấy mẫu DNA liên quan đến phân tích PCR của các tấm của hơn một chục VNTR.",19,"Ví dụ, các chuẩn mực chuẩn cho việc in dấu vân tay DNA bao gồm phân",2.585268388915549e-78,0.2914289419087137
But the result lies in three person's hands,Mà kết quả của cuộc gặp này lại nằm trong tay của 3 người.,8,Nhưng kết quả nằm trong tay ba người,2.6518761768488943e-78,0.3611940298507463
Amenhotep I gained the throne after his two elder brothers had died.,Amenhotep I đã lấy được ngai vàng sau khi hai anh em trai của ông đã chết.,12,Amenhotep tôi đã giành được ngôi vua sau khi hai anh em của ông đã chết,0.311490221880802,0.6203237322118441
"He is a friend of Rize's father, as the two of them were former soldiers.","Ông là bạn của cha Rize, cả hai đều là những người lính.",15,"Ông là bạn của cha Rize, vì cả hai đều là cựu binh.",0.5783569866465142,0.7661538461538462
"The OH-6 Cayuses, aircraft that had vanished from the division's regular inventory after Vietnam, were hidden on base in an ammunition holding area still known as the ""SHOC Pad"", for ""Special Helicopter Operations Company"".","Chiếc OH-6 Cayuses, loại máy bay thường bỗng dưng biến mất khỏi kho của Sư đoàn 101 sau Chiến tranh Việt Nam được giấu phía sau những hộp đạn tại một kho đạn, một địa điểm vẫn còn được biết đến với tên gọi ""Sân SHOC - SHOC Pad) là viết tắt của ""Sân Đại đội Trực thăng Đặc nhiệm"".",34,"OH-6 Cayuses, máy bay đã biến mất khỏi kho hàng thường xuyên của đơn",0.009503226640889035,0.1610108303249097
Ouyahia obtained his diploma of Baccalauréat ès-lettres in 1972.,Ouyahia đã nhận được bằng tốt nghiệp Baccalauréat ès-lettres năm 1972.,9,Ouyahia đã lấy bằng cử nhân Baccalauréat ès-lettres vào,7.291706957915611e-155,0.41296296296296303
Then I'll bring you coffee.,- Vậy em sẽ pha cà-phê cho anh.,5,Rồi tôi sẽ mang cà phê cho anh.,7.176381577237209e-155,0.3194444444444444
"Decent, hardworking Americans like my dad are getting rubbed out by social parasites.","Decent, một người Mỹ chăm chỉ như cha tôi đang bị bòn rút bởi bọn ký sinh xã hội.",13,"Người Mỹ tốt bụng, chăm chỉ như bố tôi đang bị các mầm bệnh xã hội xâm nhập",3.9065490161443384e-78,0.4552877392383565
It's a full days ride to the nearest water!,Nó đủ dùng cho một ngày để đến chỗ có nước đấy!,9,Nó là một chuyến đi đến hồ gần nhất!,9.918892480173173e-232,0.12820512820512822
- Your father's name is Chapman.,- Cha anh tên là Chapman.,6,- Tên cha cậu là Chapman.,8.38826642100846e-155,0.6200000000000001
I will if he confesses.,Đúng nếu cậu ta thú tội.,5,Tôi sẽ làm nếu hắn thú nhận.,1.331960397810445e-231,0.1639344262295082
I believe the plan is to blow up the headquarters of these credit card companies and the TRW building.,Tôi tin rằng kế hoạch là để thổi tung những công ty thẻ tín dụng này và cả tòa nhà TRW nữa.,19,Tôi tin là kế hoạch sẽ phá hủy trụ sở của những công ty thẻ tín dụng và tòa,0.2810826854659324,0.5696288822839692
"Billy, come on with me.","Billy, đi với tớ nào.",5,"Billy, đi với tôi đi.",6.86809206056511e-78,0.5888888888888889
"Peptide hormones or protein hormones are hormones whose molecules are peptides or proteins, respectively.",Hormone peptide hoặc hormone protein là những hormone có phân tử tương ứng là peptide hoặc protein .,14,Các hormone peptide hoặc hormone protein là các hormone có thành phần là peptides hoặc protein,0.26589988991503105,0.6072487515605492
"Due to a very low population density in tropical forest and declining population, it is now becoming severely endangered and should be regarded as the rarest species in the order Galliformes in China.","Do mật độ số lượng cá thể hiện còn lại rất thấp trong rừng nhiệt đới và số lượng gà ngày càng giảm, hiện nay chúng trở nên nguy cơ tuyệt chủng nghiêm trọng và cần được coi là loài quý hiếm nhất trong bộ gà ở Trung Quốc.",33,"Do mật độ dân số rất thấp trong rừng nhiệt đới và dân số giảm, nó hiện đang",0.07814884096435029,0.2644946867635943
"Well, to me, killing is not very importante.","À, đối với tôi, giết người không có gì quá quan trọng.",8,Tôi nghĩ giết người không quan trọng lắm.,2.909889814107662e-78,0.32327586206896547
"But the problem with this car was it was designed to only be driven in a very controlled environment, in a flat, closed-off parking lot -- even the lanes defined by red traffic cones.","Nhưng vấn đề với chiếc xe này là nó được thiết kế để di chuyển trong một môi trường được kiểm soát chặt chẽ, với một chỗ đậu xe kín và phẳng thậm chí những làn đường được phân chia bởi những nón lưu lượng giao thông.",34,Nhưng vấn đề với chiếc xe này là nó được thiết kế để chỉ được lái trong một môi,0.17052100263199257,0.33251655732828134
I pay millions in tax every year. You police should do something about it.,"Mỗi năm tôi trả hàng triệu tiền thuế, cảnh sát mấy anh phải sốt sắng làm gì đi chứ.",14,Tôi trả hàng triệu đô la thuế mỗi năm.,1.328057448654537e-78,0.2688888888888889
"With Quintino Sella as minister of finance he sought to reorganize Italian budget, and resigned office when Sella's projects were rejected in 1873.","Với Quintino Sella làm bộ trưởng tài chính, ông đã tìm cách tổ chức lại ngân sách Ý, và từ chức khi các dự án của Sella bị từ chối vào năm 1873.",23,"Với Quintino Sella làm bộ trưởng tài chính, ông tìm cách tái cơ cấu ngân sách",0.20548949092184152,0.40352004839593925
"His lawyers contacted my family,","Luật sư của ông liên hệ với gia đình tôi,",5,"Luật sư của ông ta liên lạc với gia đình tôi,",0.4832697830906221,0.8745874587458746
"According to the director, the company has only produced nine short episodes since the beginning of the year, compared to 40 films last year. During the same time period, revenue fell from almost VND36 billion to around VND3 billion.","Theo vị giám đốc này, từ đầu năm đến nay công ty mới chỉ sản xuất được 9 tập phim ngắn, so với con số 40 phim của năm ngoái. Trong cùng thời kỳ, doanh thu giảm từ gần 36 tỷ đồng xuống còn khoảng 3 tỷ đồng.",39,"Theo đạo diễn, công ty chỉ sản xuất chín tập phim ngắn kể từ đầu năm, so",6.719128987355419e-79,0.19786854166283196
"The law of superposition is an axiom that forms one of the bases of the sciences of geology, archaeology, and other fields dealing with geological stratigraphy.","Định luật chồng chất là một tiên đề tạo thành một trong những cơ sở của khoa học địa chất, khảo cổ học và các lĩnh vực khác liên quan đến địa tầng địa chất.",26,Luật của siêu hình là một khái niệm hình thành một trong các cơ sở của các ngành khoa,1.9054417729963923e-78,0.30261790468649474
"Anything happens to colonel Flag,","Nếu đại tá Flag xảy ra chuyện gì,",5,"Mọi chuyện xảy ra với cờ của Đại tá,",6.7393716283177006e-155,0.3896604938271605
We need to keep what's in him from getting out.,Chúng ta phải giữ cho những gì trong người cậu ấy không thoát ra ngoài.,10,Chúng ta cần giữ cho cái gì trong hắn không bị bỏ đi.,7.74696072333324e-155,0.42884721456150027
Such heavy patrolling in this town.,Tuần tra dày đặc trong trấn này mà.,6,Những người tuần tra quá nặng nề ở thị trấn này.,1.1896457329133973e-231,0.30789825970548856
"In January 2016, he made his stage debut in the Japanese musical Boys Over Flower (Hana Yori Dango: The Musical) (2016).","Vào tháng 1 năm 2016, anh đã debut trong vở nhạc kịch Boys Over Flower của Nhật Bản (Hana Yori Dango: The Musical) (2016).",21,"Vào tháng 1 năm 2016, anh xuất hiện trên sân khấu trong vở nhạc kịch",0.2700303906820464,0.4311688311688312
All player characters must be human.,Tất cả các lớp nhân vật đều có thể chơi được .,6,Tất cả các nhân vật trong game phải là con người.,3.9126302422016713e-78,0.4067226890756303
"(Laughter) Interestingly though, nearly every scientist I talk to seemed to think that gene drives were not actually that frightening or dangerous.","(Cười) Thú vị thay, gần như tất cả các nhà khoa học tôi nói chuyện cùng dường như đều nghĩ gene drive không đáng sợ hay nguy hiểm đến vậy.",22,(Cười) Đáng chú ý là gần như tất cả các nhà khoa học tôi nói đều,0.25428726838595017,0.432200935159515
"At Etawah, it meets it another important tributary, Chambal, followed by a host of tributaries further down, including, Sindh, the Betwa, and Ken.","Tại Etawah, sông nhận một chi lưu quan trọng khác, Chambal, tiếp theo là nhiều chi lưu khác ở hạ lưu như Sindh, Betwa và Ken.",23,"Tại Etawah, nó gặp một vị thần quan trọng khác, Chambal, sau đó",0.08792719200156415,0.27224655044203916
"The British Fourth Army's commander, General Henry Rawlinson, described the Australian advances of August 31 – September 4 as the greatest military achievement of the war.","Chỉ huy tập đoàn quân số 4 của Anh, tướng Henry Rawlinson đã miêu tả cuộc tấn công của quân Australia từ ngày 31 tháng 8 đến ngày 4 tháng 9 là thành công quân sự lớn nhất của cuộc chiến.",26,"Ông là chỉ huy của Lục quân Anh thứ tư, Đại tướng Henry Rawlinson, mô",1.083622721174435e-155,0.1490752551020408
"Madame de Gaulle, the wife of the French president, was famously asked once, ""What do you most desire?""","Quý bà de Gaulle, phu nhân của thủ tướng Pháp, được nổi tiếng được hỏi một lần, ""Thứ gì bà mong muốn nhất?""",18,"Madame de Gaulle, vợ của tổng thống Pháp, đã từng hỏi một lần,",1.8823003902190317e-78,0.2884972170686456
"He spent half a season at Turkish side Balıkesirspor, before return to Split, Croatia to sign for HNK Hajduk Split on 18 June 2016.","Anh trải qua nửa mùa giải tại câu lạc bộ Thổ Nhĩ Kỳ Balıkesirspor, trước khi trở lại Split, Croatia để ký hợp đồng với HNK Hajduk Split ngày 18 tháng 6 năm 2016.",24,"Anh đã chơi nửa mùa giải cho đội bóng Thổ Nhĩ Kỳ Balkesirspor,",1.0320510240610196e-78,0.2107990531635852
"The Highway 61 Revisited version was recorded at an overdub session on August 4, 1965, in Columbia's Studio A in New York City.",Bản thu trong album Highway 61 Revisited được ghi âm vào ngay 4 tháng 8 năm 1965 ở Studio Columbia ở New York.,23,Phiên bản đường cao tốc 61 Revisited được thu âm tại một buổi hội thảo trên,1.8418211369378263e-78,0.22919780767314396
"In fact, many Puritans returned to England during the war.","Trong thực tế, nhiều người Thanh giáo quay trở lại Anh trong thời Nội chiến.",10,"Thực tế, nhiều người Hồi giáo quay trở lại Anh trong chiến tranh.",0.4153498859714258,0.6729729729729729
Bessus murdered Darius before fleeing eastwards.,Bessus đã giết Darius rồi chạy về phía đông.,6,Bessus giết chết Darius trước khi chạy trốn về phía đông.,4.2117183227345767e-78,0.6222271517302573
"Robert M. Grant, author of Contemporary Strategy Analysis (2005), commented that what has brought Madonna success is ""certainly not outstanding natural talent.","Robert M. Grant, tác giả của Contemporary Strategy Analysis (2005), cho rằng điều dẫn đến thành công của Madonna ""chắc chắn không phải từ năng khiếu bẩm sinh.",22,"Robert M. Grant, tác giả của Phân tích chiến lược hiện đại (2005",0.12004312338130448,0.2222222222222222
For the first time we're gonna be rich!,Lần đầu tiên chúng ta sẽ giàu có!,8,Lần đầu tiên chúng ta sẽ giàu có!,1.0,0.9990234375
The old is better than the new.,Cái cũ luôn tốt hơn cái mới.,7,Người xưa tốt hơn người mới.,7.100514228897259e-155,0.3703703703703703
"At the same time, two battalions from 2nd Marine Regiment, now committed to the offensive, advanced past the Point Cruz area.","Cũng trong thời gian này, hai tiểu đoàn thuộc Trung đoàn thủy quân lục chiến số 2 bắt đầu tham gia vào cuộc tấn công đã tiến qua Point Cruz.",21,"Cùng lúc đó, hai đơn vị thuộc Sư đoàn 2, hiện đang tham gia chiến dịch tiến",2.7809741674947104e-155,0.16710516959396998
"Recently, the animals in the Kidepo Valley National Park have been studied by the Kidepo Wildlife Foundation.",Gần đây các con vật trong Vườn quốc gia Kidepo Valley đã được nghiên cứu bởi Kidepo Wildlife Foundation.,17,"Gần đây, các loài động vật trong Vườn quốc gia Kidepo đã được nghiên cứu bởi",0.45873576799767507,0.6754105622883904
"Don't they have a trap down there, like under a sink?",Họ không để gì dưới đó như dưới bồn rửa tay để giữ lại sao?,11,"Họ không có cái bẫy dưới đó, như dưới cái nồi?",5.693755033749432e-155,0.3054794520547945
Tension is mounting here as the FBI's BAU team presence means that they're conducting a series of deathbed interviews in an attempt to find if there are anymore victims.,Căng thẳng đang tăng lên ở đây khi đội phân tích hành vi của FBI có mặt mà họ đang tiến hành phỏng vấn một tử tù trong nỗ lực để tìm nếu có thêm nạn nhân.,29,Sự căng thẳng đang gia tăng ở đây khi đội đặc nhiệm BAU của FBI,0.052815259012322306,0.26939655172413796
"Geologically, it is situated in the central parts of the Sydney Basin.","Về mặt địa chất, nó nằm ở các khu vực trung bộ của lưu vực Sydney.",12,"Tính chất địa lý, nó nằm ở các phần trung tâm của vùng vịnh Sydney.",0.1830296168671468,0.4417256289308176
"Miraculously for the Americans, only one escort carrier, two destroyers, and one destroyer escort were lost in this action.","Thật là điều kỳ diệu cho phía Mỹ khi chỉ có chiếc tàu sân bay hộ tống USS Gambier Bay, cùng hai tàu khu trục và một tàu khu trục hộ tống bị mất trong trận này.",19,"Không may cho người Mỹ, chỉ có một tàu hộ tống, hai tàu khu trục và một",0.109973047099888,0.27378984651711924
Is there... any other way... to preserve smell besides distil it?,Có cách nào khác để bảo quản mùi hương ngoài việc chưng cất không?,11,Có cách nào khác... để bảo tồn mùi hương khác ngoài việc nung chảy nó không?,4.368596775501534e-78,0.7117914096147131
A letter of recommendation from a science teacher looks good on your college applications.,Có thư giới thiệu từ giáo viên khoa học sẽ giúp đơn đại học của cậu đẹp hơn.,14,Một lá thư đề nghị từ một giáo viên khoa học có vẻ tốt cho các đơn xin vào,0.1457684614972261,0.348756906077348
Don't even tell me that you're hungry.,Đừng có nói với tôi là ông đói nhé.,7,Đừng nói với tôi là anh đói.,0.32668286409255015,0.5499999999999999
"""I suppose you haven't breakfasted?"" ""I have not yet breakfasted.""","""Tôi cho rằng bạn đã không breakfasted?"" ""Tôi chưa breakfasted.""",10,"""Tôi nghĩ là anh chưa ăn sáng?"" ""Tôi chưa ăn sáng.""",6.061838450024688e-155,0.25302530253025296
Autoimmune factors: viral infection or some other unidentified insult may trigger antigenicity of the nasal mucosa.,Các yếu tố tự miễn dịch: nhiễm virus hoặc một số tiếp xúc không xác định khác có thể kích hoạt tính kháng nguyên của niêm mạc mũi.,16,Các yếu tố miễn dịch: nhiễm trùng truyền nhiễm hoặc một số gây xúc phạm không được xác,3.2115484717641976e-78,0.4003343621399177
Have you really got my entire book on that little thing?,Có thật là các bạn có toàn bộ cuốn sách của tôi trong cái thứ nhỏ bé đó?,11,Anh có thật sự đọc hết cuốn sách của tôi về cái thứ này không?,0.17212744561782453,0.423728813559322
"For example, in Alzheimer's patients, peroxidized lipids and proteins accumulate in lysosomes of the brain cells.","Ví dụ đối với các bệnh nhân bị bệnh Alzheimer, chất béo và protein bị pêrôxít hóa tích tụ trong tiêu thể của tế bào não bệnh nhân.",16,"Ví dụ, ở bệnh nhân Alzheimer, các lipit bị oxy hóa và protein tích tụ trong",1.9945307506280571e-78,0.35331156716417905
I have some important information.,Tôi có vài thông tin quan trọng.,5,Tôi có vài thông tin quan trọng.,1.0,0.9985422740524781
"But feelings are fluid, not very concrete foundation for a definition.",Nhưng cảm giác chỉ là chất lỏng không phải là một nền tảng xác thực dùng để định nghĩa.,11,"Nhưng cảm xúc là chất lỏng, không phải là nền tảng cơ bản cho một định nghĩa.",3.9574070464509086e-78,0.5984042553191489
"Also unprecedented was Emperor Meiji's reception of Alfred, Duke of Edinburgh, in Tokyo, ""'as his equal in point of blood'.""","Một việc chưa từng có tiền lệ là buổi tiếp Alfred, Công tước xứ Edinburgh, tại Tokyo, ""như một người ""ngang hàng"" với ông về khía cạnh dòng máu"".",20,"Ngoài ra, sự kiện quan trọng khác là lễ đón tiếp của Hoàng tử Alfred, Công tước",1.341560480266562e-78,0.160431654676259
What's he saying now?,Ông ấy còn nói gì nữa?,4,Anh ta nói gì thế?,6.867731683891005e-155,0.3177966101694915
He made his debut for the first team in 2002 aged only 16 and gained prominence as the youngest player to score in the Premier League.,"Anh được gọi lên đội hình chính thức lần đầu tiên vào năm 2002, lúc mới 16 tuổi, và trở nên nổi tiếng khi trở thành cầu thủ trẻ nhất ghi bàn tại Premier League.",26,Anh ra mắt cho đội tuyển lần đầu vào năm 2002 với tuổi 16 và,2.065799074319123e-155,0.1912878787878788
A hundred and fifty guineas apiece.,Một trăm năm mươi Guineas USD.,6,Một trăm và 500 guineas.,6.867731683891005e-155,0.3177966101694915
"Namely, if A is the symmetric matrix that defines the quadratic form, and S is any invertible matrix such that D = SAST is diagonal, then the number of negative elements in the diagonal of D is always the same, for all such S; and the same goes for the number of positive elements.","Cụ thể, giả sử A là ma trận đối xứng của một dạng toàn phương và S là bất kỳ ma trận khả nghịch nào sao cho D=SAS T là ma trận đường chéo, thế số phần tử âm trên đường chéo của D luôn giống nhau, với mọi S; và tương tự với số phần tử âm và số phần tử bằng 0.",54,"Ví dụ, nếu A là một hình tam giác, và S là bất kỳ hình tam giác",0.016038333943929898,0.08971859190556492
Animals also often lose weight during winter.,Loài này cũng thường giảm cân nặng trong mùa đông.,7,Loài vật cũng thường mất cân nặng vào mùa đông.,1.0367317809945688e-154,0.6346938775510204
They wondered why they’d made such a foolish wager— and then remembered Loki and his terrible advice.,"Họ tự hỏi sao mình lại đánh cược ngu ngốc như vậy, rồi nhớ tới Loki và lời khuyên tệ hại của hắn.",17,"Họ tự hỏi tại sao họ lại đưa ra một lời khuyên ngu ngốc như vậy, và sau",0.17639769856462933,0.4804012345679012
"But with 51 kills, I can't imagine what they could be.","Nhưng với số điểm giết 51, tôi không thể tưởng tượng họ sẽ ra sao.",11,"Nhưng với 51 cái chết, tôi không thể tưởng tượng được chúng có thể là gì.",0.26332019392396333,0.42032707122584134
And I know where you'll be.,Và tôi biết anh sẽ ở đâu.,6,Và tôi biết anh sẽ ở đâu.,1.0,0.9985422740524781
"In 2013, Powell made a speech regarding financial regulation and ending ""too big to fail"".","Năm 2013, Powell đã có bài phát biểu về quy định tài chính và kết thúc ""quá lớn để sụp đổ"".",15,"Năm 2013, Powell đã có bài phát biểu về việc kiểm soát tài chính và",0.43406208762528453,0.5868736383442266
They have to leave with them or die.,Họ phải ra đi với chúng hay là chết.,8,Họ phải rời đi hoặc chết.,5.467133248249545e-155,0.3627873563218391
The relatively complete remains (vertebrae and fragments of jaws) have been found in marine sediments in North America.,Những phần còn lại tương đối đầy đủ (đốt sống và các mảnh vỡ của hàm) đã được tìm thấy trong trầm tích biển ở Bắc Mỹ.,18,Các di vật có thể hoàn chỉnh (vết chân và các mảnh vỡ của xương) đã,0.12048764315867619,0.22737022737022736
"After 1914, he studied polymerisation of ethylene monomers, leading to modern industrial methods for manufacturing of butyl synthetic rubber and poly-isobutylene.","Sau năm 1914, ông tiến hành nghiên cứu trùng ngưng các đơn phân etylen, mang đến những phương pháp công nghiệp hiện đại trong sản xuất cao su nhân tạo butin và poly-isobutylen.",21,"Sau năm 1914, ông nghiên cứu sự tổng hợp của các monomer ethyl",0.05131830801757475,0.21691902567478608
"1940 – World War II: The German Luftwaffe begins the Blitz, bombing London and other British cities for over 50 consecutive nights.","1945 – Chiến tranh thế giới II: Không quân Đức thay đổi chiến thuật trong trận Không chiến tại Anh Quốc, bắt đầu oanh kích Luân Đôn và các thành thị của Anh trong hơn 50 đêm liên tiếp.",22,1940 – Chiến tranh thế giới thứ hai: Đức Quốc xã bắt đầu cuộc nổi,0.05906710233355264,0.1918971994535519
